Problem:    production
Rows:       513
Columns:    372 (120 integer, 120 binary)
Non-zeros:  1212
Status:     INTEGER OPTIMAL
Objective:  f = 766 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 f                         766                             
     2 stock_initial[1]
                                   8             8             = 
     3 stock_initial[2]
                                   8             8             = 
     4 stock_initial[3]
                                   6             6             = 
     5 stock_initial[4]
                                   9             9             = 
     6 stock_initial[5]
                                   9             9             = 
     7 stock_initial[6]
                                   6             6             = 
     8 stock_initial[7]
                                   8             8             = 
     9 stock_initial[8]
                                   6             6             = 
    10 stock_initial[9]
                                   6             6             = 
    11 stock_initial[10]
                                   8             8             = 
    12 stock_initial[11]
                                   6             6             = 
    13 stock_initial[12]
                                   7             7             = 
   116 x[10,8]                     0                             
   117 x[10,9]                     0                             
   118 x[10,10]                    5                             
   119 x[10,11]                    4                             
   120 x[10,12]                    3                             
   121 a[1,1]       *              0             0             1 
   122 a[1,2]       *              0             0             1 
   123 a[1,3]       *              0             0             1 
   124 a[1,4]       *              0             0             1 
   125 a[1,5]       *              0             0             1 
   126 a[1,6]       *              1             0             1 
   127 a[1,7]       *              0             0             1 
   128 a[1,8]       *              0             0             1 
   129 a[1,9]       *              0             0             1 
   130 a[1,10]      *              0             0             1 
   131 a[1,11]      *              1             0             1 
   132 a[1,12]      *              0             0             1 
   133 a[2,1]       *              0             0             1 
   134 a[2,2]       *              1             0             1 
   135 a[2,3]       *              0             0             1 
   136 a[2,4]       *              0             0             1 
   137 a[2,5]       *              0             0             1 
   138 a[2,6]       *              0             0             1 
   139 a[2,7]       *              0             0             1 
   140 a[2,8]       *              0             0             1 
   141 a[2,9]       *              1             0             1 
   142 a[2,10]      *              0             0             1 
   143 a[2,11]      *              1             0             1 
   144 a[2,12]      *              0             0             1 
   145 a[3,1]       *              1             0             1 
   146 a[3,2]       *              1             0             1 
   147 a[3,3]       *              1             0             1 
   148 a[3,4]       *              0             0             1 
   149 a[3,5]       *              0             0             1 
   150 a[3,6]       *              0             0             1 
   151 a[3,7]       *              0             0             1 
   152 a[3,8]       *              0             0             1 
   153 a[3,9]       *              1             0             1 
   154 a[3,10]      *              0             0             1 
   155 a[3,11]      *              0             0             1 
   156 a[3,12]      *              0             0             1 
   157 a[4,1]       *              1             0             1 
   158 a[4,2]       *              0             0             1 
   159 a[4,3]       *              0             0             1 
   160 a[4,4]       *              1             0             1 
   161 a[4,5]       *              1             0             1 
   162 a[4,6]       *              0             0             1 
   163 a[4,7]       *              0             0             1 
   164 a[4,8]       *              0             0             1 
   165 a[4,9]       *              0             0             1 
   166 a[4,10]      *              1             0             1 
   167 a[4,11]      *              0             0             1 
   168 a[4,12]      *              1             0             1 
   169 a[5,1]       *              1             0             1 
   170 a[5,2]       *              0             0             1 
   171 a[5,3]       *              0             0             1 
   172 a[5,4]       *              1             0             1 
   173 a[5,5]       *              0             0             1 
   174 a[5,6]       *              0             0             1 
   175 a[5,7]       *              1             0             1 
   176 a[5,8]       *              0             0             1 
   177 a[5,9]       *              1             0             1 
   178 a[5,10]      *              1             0             1 
   179 a[5,11]      *              0             0             1 
   180 a[5,12]      *              1             0             1 
   181 a[6,1]       *              1             0             1 
   182 a[6,2]       *              0             0             1 
   183 a[6,3]       *              0             0             1 
   184 a[6,4]       *              1             0             1 
   185 a[6,5]       *              1             0             1 
   186 a[6,6]       *              0             0             1 
   187 a[6,7]       *              0             0             1 
   188 a[6,8]       *              1             0             1 
   189 a[6,9]       *              0             0             1 
   190 a[6,10]      *              0             0             1 
   191 a[6,11]      *              1             0             1 
   192 a[6,12]      *              1             0             1 
   193 a[7,1]       *              1             0             1 
   194 a[7,2]       *              0             0             1 
   195 a[7,3]       *              0             0             1 
   196 a[7,4]       *              1             0             1 
   197 a[7,5]       *              1             0             1 
   198 a[7,6]       *              0             0             1 
   199 a[7,7]       *              0             0             1 
   200 a[7,8]       *              0             0             1 
   201 a[7,9]       *              1             0             1 
   202 a[7,10]      *              1             0             1 
   203 a[7,11]      *              0             0             1 
   204 a[7,12]      *              1             0             1 
   205 a[8,1]       *              0             0             1 
   206 a[8,2]       *              0             0             1 
   207 a[8,3]       *              1             0             1 
   208 a[8,4]       *              1             0             1 
   209 a[8,5]       *              1             0             1 
   210 a[8,6]       *              0             0             1 
   211 a[8,7]       *              1             0             1 
   212 a[8,8]       *              1             0             1 
   213 a[8,9]       *              0             0             1 
   214 a[8,10]      *              0             0             1 
   215 a[8,11]      *              0             0             1 
   216 a[8,12]      *              1             0             1 
   217 a[9,1]       *              0             0             1 
   218 a[9,2]       *              0             0             1 
   219 a[9,3]       *              0             0             1 
   220 a[9,4]       *              1             0             1 
   221 a[9,5]       *              1             0             1 
   222 a[9,6]       *              0             0             1 
   223 a[9,7]       *              0             0             1 
   224 a[9,8]       *              1             0             1 
   225 a[9,9]       *              1             0             1 
   226 a[9,10]      *              1             0             1 
   227 a[9,11]      *              0             0             1 
   228 a[9,12]      *              1             0             1 
   229 a[10,1]      *              1             0             1 
   230 a[10,2]      *              0             0             1 
   231 a[10,3]      *              1             0             1 
   232 a[10,4]      *              1             0             1 
   233 a[10,5]      *              0             0             1 
   234 a[10,6]      *              0             0             1 
   235 a[10,7]      *              0             0             1 
   236 a[10,8]      *              0             0             1 
   237 a[10,9]      *              0             0             1 
   238 a[10,10]     *              1             0             1 
   239 a[10,11]     *              1             0             1 
   240 a[10,12]     *              1             0             1 
   241 s[1,1]                      4                             
   242 s[1,2]                      5                             
   243 s[1,3]                      2                             
   244 s[1,4]                      8                             
   245 s[1,5]                      5                             
   246 s[1,6]                     21                             
   247 s[1,7]                      6                             
   248 s[1,8]                      4                             
   249 s[1,9]                      0                             
   250 s[1,10]                     3                             
   251 s[1,11]                    12                             
   252 s[1,12]                     5                             
   253 s[2,1]                      0                             
   254 s[2,2]                     18                             
   255 s[2,3]                      0                             
   256 s[2,4]                      2                             
   257 s[2,5]                      4                             
   258 s[2,6]                     19                             
   259 s[2,7]                      4                             
   260 s[2,8]                      3                             
   261 s[2,9]                      0                             
   262 s[2,10]                     2                             
   263 s[2,11]                    16                             
   264 s[2,12]                     4                             
   265 s[3,1]                      0                             
   266 s[3,2]                     16                             
   267 s[3,3]                     12                             
   268 s[3,4]                      1                             
   269 s[3,5]                      2                             
   270 s[3,6]                     17                             
   271 s[3,7]                      2                             
   272 s[3,8]                      1                             
   273 s[3,9]                      5                             
   274 s[3,10]                     0                             
   275 s[3,11]                    16                             
   276 s[3,12]                     1                             
   277 s[4,1]                      0                             
   278 s[4,2]                     11                             
   279 s[4,3]                      8                             
   280 s[4,4]                      0                             
   281 s[4,5]                      1                             
   282 s[4,6]                     14                             
   283 s[4,7]                      0                             
   284 s[4,8]                      0                             
   285 s[4,9]                      0                             
   286 s[4,10]                     0                             
   287 s[4,11]                    14                             
   288 s[4,12]                     0                             
   289 s[5,1]                      0                             
   290 s[5,2]                      4                             
   291 s[5,3]                      3                             
   292 s[5,4]                      0                             
   293 s[5,5]                      0                             
   294 s[5,6]                     11                             
   295 s[5,7]                      1                             
   296 s[5,8]                      0                             
   297 s[5,9]                      1                             
   298 s[5,10]                     0                             
   299 s[5,11]                    12                             
   300 s[5,12]                     0                             
   301 s[6,1]                      0                             
   302 s[6,2]                      4                             
   303 s[6,3]                      1                             
   304 s[6,4]                      0                             
   305 s[6,5]                      0                             
   306 s[6,6]                     10                             
   307 s[6,7]                      0                             
   308 s[6,8]                      1                             
   309 s[6,9]                      0                             
   310 s[6,10]                     0                             
   311 s[6,11]                    14                             
   312 s[6,12]                     0                             
   313 s[7,1]                      1                             
   314 s[7,2]                      4                             
   315 s[7,3]                      0                             
   316 s[7,4]                      0                             
   317 s[7,5]                      0                             
   318 s[7,6]                      7                             
   319 s[7,7]                      0                             
   320 s[7,8]                      0                             
   321 s[7,9]                      1                             
   322 s[7,10]                     1                             
   323 s[7,11]                     8                             
   324 s[7,12]                     1                             
   325 s[8,1]                      0                             
   326 s[8,2]                      3                             
   327 s[8,3]                      4                             
   328 s[8,4]                      0                             
   329 s[8,5]                      0                             
   330 s[8,6]                      5                             
   331 s[8,7]                      1                             
   332 s[8,8]                      1                             
   333 s[8,9]                      0                             
   334 s[8,10]                     0                             
   335 s[8,11]                     1                             
   336 s[8,12]                     0                             
   337 s[9,1]                      0                             
   338 s[9,2]                      1                             
   339 s[9,3]                      1                             
   340 s[9,4]                      0                             
   341 s[9,5]                      0                             
   342 s[9,6]                      2                             
   343 s[9,7]                      1                             
   344 s[9,8]                      1                             
   345 s[9,9]                      2                             
   346 s[9,10]                     0                             
   347 s[9,11]                     0                             
   348 s[9,12]                     0                             
   349 s[10,1]                     0                             
   350 s[10,2]                     0                             
   351 s[10,3]                     0                             
   352 s[10,4]                     0                             
   353 s[10,5]                     0                             
   354 s[10,6]                     0                             
   355 s[10,7]                     0                             
   356 s[10,8]                     0                             
   357 s[10,9]                     0                             
   358 s[10,10]                    0                             
   359 s[10,11]                    0                             
   360 s[10,12]                    0                             
   361 s[0,1]                      8                             
   362 s[0,2]                      8                             
   363 s[0,3]                      6                             
   364 s[0,4]                      9                             
   365 s[0,5]                      9                             
   366 s[0,6]                      6                             
   367 s[0,7]                      8                             
   368 s[0,8]                      6                             
   369 s[0,9]                      6                             
   370 s[0,10]                     8                             
   371 s[0,11]                     6                             
   372 s[0,12]                     7                             

Integer feasibility conditions:

KKT.PE: max.abs.err = 0.00e+00 on row 0
        max.rel.err = 0.00e+00 on row 0
        High quality

KKT.PB: max.abs.err = 0.00e+00 on row 0
        max.rel.err = 0.00e+00 on row 0
        High quality

End of output
